################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.0076281946075046E-01 a       182     0    10     1     2
 -4.2066144644544490E-01 a       183     0    10     1     3
 -2.5305910910223722E-01 a       184     0    10     1     4
  2.8155176237433403E-02 a       185     0    10     1     5
 -4.3502365557344791E-01 a       186     0    10     1     6
 -2.7015478924952901E-01 a       187     0    10     1     7
 -2.6407570585796392E-01 a       188     0    10     1     8
 -2.4389346497085174E-02 a       189     0    10     1     9
  1.5355967488423594E-01 a       190     0    10     1    10
  4.5953499599402381E-01 a       191     0    10     1    11
  5.2970281242158246E-01 a       192     0    10     1    12
 -2.1193330757497356E-01 a       193     0    10     1    13
 -6.4505697158372133E-01 a       194     0    10     1    14
  4.6819672269000252E-02 a       195     0    10     1    15
  5.4130312096591866E-02 a       196     0    10     1    16
 -3.3365210515929972E-01 a       197     0    10     1    17
  1.1672286752632219E-01 a       198     0    10     1    18
 -1.1809832465631062E-02 a       199     0    10     1    19
  5.9051479860986189E-01 a       200     0    10     1    20
 -2.8308579713216531E-01 a       201     0    11     1     1
  2.8458619132105667E-01 a       202     0    11     1     2
 -1.7068004274883575E-01 a       203     0    11     1     3
  5.3828074234496204E-01 a       204     0    11     1     4
  4.0002410701684349E-01 a       205     0    11     1     5
  5.3308693396778017E-01 a       206     0    11     1     6
  3.0931016163731223E-01 a       207     0    11     1     7
  1.5614495108259138E-01 a       208     0    11     1     8
  4.9642761639389393E-01 a       209     0    11     1     9
 -4.6871201635542314E-01 a       210     0    11     1    10
  1.7712155336258517E-01 a       211     0    11     1    11
  9.5885285529377817E-01 a       212     0    11     1    12
  9.0486540730804621E-01 a       213     0    11     1    13
 -5.3369189631902492E-01 a       214     0    11     1    14
  7.2827683192855985E-01 a       215     0    11     1    15
 -2.7673198404715771E-01 a       216     0    11     1    16
  3.3967811341269394E-01 a       217     0    11     1    17
  2.7446225824074372E-01 a       218     0    11     1    18
 -4.1985044693694407E-02 a       219     0    11     1    19
  2.6126401036951030E-01 a       220     0    11     1    20
  7.9065233840328830E-01 a       221     0    12     1     1
  4.8764672627049102E-02 a       222     0    12     1     2
 -2.7672041202460729E-01 a       223     0    12     1     3
 -1.1964973424227091E-01 a       224     0    12     1     4
  3.3953295978516468E-01 a       225     0    12     1     5
 -3.4213859179899336E-01 a       226     0    12     1     6
 -2.9833316222947837E-01 a       227     0    12     1     7
  3.0620778947117749E-01 a       228     0    12     1     8
 -8.5906081002026912E-03 a       229     0    12     1     9
  5.0018573318629245E-03 a       230     0    12     1    10
  7.9723833465872057E-02 a       231     0    12     1    11
 -1.2553660880849091E-01 a       232     0    12     1    12
 -1.5741725208279136E-01 a       233     0    12     1    13
  7.3362710451246171E-01 a       234     0    12     1    14
 -1.2564430183995368E-01 a       235     0    12     1    15
  2.6200215631111190E-02 a       236     0    12     1    16
  3.9682213106252345E-01 a       237     0    12     1    17
  3.2460455119231313E-01 a       238     0    12     1    18
 -2.7249095506343163E-01 a       239     0    12     1    19
  6.4811206225872664E-02 a       240     0    12     1    20
 -1.9282851290637576E-01 a       241     0    13     1     1
 -4.7473677988576501E-01 a       242     0    13     1     2
 -5.9716739298177657E-01 a       243     0    13     1     3
  1.9555995164089895E-01 a       244     0    13     1     4
 -9.7952898785521836E-01 a       245     0    13     1     5
 -1.6081398971901292E-01 a       246     0    13     1     6
 -3.7662875988038191E-01 a       247     0    13     1     7
  2.6684263102307698E-01 a       248     0    13     1     8
 -3.6363615872161453E-01 a       249     0    13     1     9
  3.6625152329801419E-01 a       250     0    13     1    10
 -1.8681352867514553E-01 a       251     0    13     1    11
 -7.3256282587985250E-02 a       252     0    13     1    12
 -7.6066070366695415E-01 a       253     0    13     1    13
  2.2028437890351998E-01 a       254     0    13     1    14
 -6.8745272492932041E-01 a       255     0    13     1    15
  3.0899735078930540E-01 a       256     0    13     1    16
  2.9239229552320761E-01 a       257     0    13     1    17
  2.6810924264822927E-01 a       258     0    13     1    18
  3.9935221112205049E-01 a       259     0    13     1    19
  5.2683753337736026E-02 a       260     0    13     1    20
  1.1788972045240756E-01 a       261     0    14     1     1
  6.0712926783059007E-02 a       262     0    14     1     2
 -2.7565053999104805E-01 a       263     0    14     1     3
  2.2952496023561625E-01 a       264     0    14     1     4
  1.0963259473720020E+00 a       265     0    14     1     5
 -5.5886220911406714E-01 a       266     0    14     1     6
  4.2933530036645351E-01 a       267     0    14     1     7
 -2.4849267501143887E-01 a       268     0    14     1     8
  1.8343722760630327E-01 a       269     0    14     1     9
  5.7655741481976064E-01 a       270     0    14     1    10
 -1.2228724457400136E-01 a       271     0    14     1    11
  3.9443631425679265E-01 a       272     0    14     1    12
  2.1551989691539811E-01 a       273     0    14     1    13
 -6.4651324494428009E-01 a       274     0    14     1    14
  1.7175761930960162E-01 a       275     0    14     1    15
  2.3322705079623574E-01 a       276     0    14     1    16
 -1.9172427074426099E-01 a       277     0    14     1    17
  1.0583827782918789E-01 a       278     0    14     1    18
  8.4076301734348713E-01 a       279     0    14     1    19
  1.7028792281765376E-01 a       280     0    14     1    20
 -2.0335786109389659E-01 a       281     0    15     1     1
  8.4125780972334877E-02 a       282     0    15     1     2
 -9.4462345694484667E-02 a       283     0    15     1     3
 -1.4143743548547386E-01 a       284     0    15     1     4
  2.3981922145455042E-01 a       285     0    15     1     5
 -4.8114556093919181E-01 a       286     0    15     1     6
 -7.1191885369756638E-02 a       287     0    15     1     7
 -1.5561139628570524E+00 a       288     0    15     1     8
  7.0773720424462139E-01 a       289     0    15     1     9
  8.4252558251942011E-01 a       290     0    15     1    10
 -1.2082360675774702E-01 a       291     0    15     1    11
 -3.1845731606875323E-02 a       292     0    15     1    12
 -4.0078935217635547E-01 a       293     0    15     1    13
 -3.4120652970542051E-02 a       294     0    15     1    14
  5.4146758716466514E-01 a       295     0    15     1    15
 -8.0392511173413395E-02 a       296     0    15     1    16
  2.8768731463934993E-01 a       297     0    15     1    17
  2.4989903358887999E-01 a       298     0    15     1    18
  1.1605507273715360E-01 a       299     0    15     1    19
 -9.2137781500039109E-03 a       300     0    15     1    20
  1.7302231270474011E-01 a       301     0    16     1     1
  2.7025007694488345E-02 a       302     0    16     1     2
 -2.2833849372237608E-01 a       303     0    16     1     3
 -1.8022856976940063E-01 a       304     0    16     1     4
 -9.9245633610056908E-02 a       305     0    16     1     5
 -3.8534743925216242E-01 a       306     0    16     1     6
 -3.1330113784383090E-01 a       307     0    16     1     7
  1.3560668798490796E-01 a       308     0    16     1     8
  9.2085060801877089E-02 a       309     0    16     1     9
 -1.2945637545275301E-01 a       310     0    16     1    10
  1.1559648793952097E-01 a       311     0    16     1    11
 -9.9010676877315254E-02 a       312     0    16     1    12
 -5.4606695717511824E-02 a       313     0    16     1    13
  6.5283989573672685E-01 a       314     0    16     1    14
 -1.7093744746273714E-02 a       315     0    16     1    15
  1.7178516933776070E-01 a       316     0    16     1    16
 -7.1561234964314643E-02 a       317     0    16     1    17
  6.7960945383939250E-02 a       318     0    16     1    18
  3.9051313941575863E-02 a       319     0    16     1    19
  1.3589233554840766E-01 a       320     0    16     1    20
  3.4142143058243729E-01 a       321     0    17     1     1
  2.0463873608157972E-02 a       322     0    17     1     2
 -3.2203168068250576E-01 a       323     0    17     1     3
  3.5611311476520252E-01 a       324     0    17     1     4
 -2.7186033938679993E-01 a       325     0    17     1     5
 -2.0200268142223257E-01 a       326     0    17     1     6
 -8.2251682009409466E-02 a       327     0    17     1     7
  4.5085106054883411E-01 a       328     0    17     1     8
  2.8329662882801154E-01 a       329     0    17     1     9
 -1.0372926863402376E-01 a       330     0    17     1    10
  2.1635084649042632E-01 a       331     0    17     1    11
 -1.2407549157948147E-01 a       332     0    17     1    12
 -6.5747366783353162E-02 a       333     0    17     1    13
 -1.8534311744736218E-01 a       334     0    17     1    14
  5.2145282185700970E-02 a       335     0    17     1    15
 -9.9068054830022581E-02 a       336     0    17     1    16
 -2.6348042872854088E-01 a       337     0    17     1    17
 -3.2774029579049280E-01 a       338     0    17     1    18
  1.7406316739126682E-01 a       339     0    17     1    19
  2.1647297873739921E-01 a       340     0    17     1    20
 -7.3856761814664024E-02 a       341     0    18     1     1
 -1.2368891621448391E-01 a       342     0    18     1     2
  3.3058845816293719E-01 a       343     0    18     1     3
  5.2450908872417057E-01 a       344     0    18     1     4
 -1.9270973923893137E-01 a       345     0    18     1     5
 -1.2843851321442048E-02 a       346     0    18     1     6
  2.0527754380989760E-01 a       347     0    18     1     7
 -1.5205908010757188E-01 a       348     0    18     1     8
 -9.8297545239473330E-02 a       349     0    18     1     9
 -1.8255043987040548E-01 a       350     0    18     1    10
  1.6131256145382526E-02 a       351     0    18     1    11
 -1.3218920969493725E-01 a       352     0    18     1    12
  3.0228974988413176E-01 a       353     0    18     1    13
 -1.1096576566585996E-01 a       354     0    18     1    14
  7.3649697864626038E-02 a       355     0    18     1    15
  5.6961454037823288E-02 a       356     0    18     1    16
  2.1437418266271914E-02 a       357     0    18     1    17
 -1.9479708094172313E-01 a       358     0    18     1    18
  3.1603119197010410E-01 a       359     0    18     1    19
 -2.9741548326979106E-01 a       360     0    18     1    20
 -1.3186626067861790E-01 a       361     0    19     1     1
 -2.7768271368142323E-02 a       362     0    19     1     2
  2.2720109390574689E-01 a       363     0    19     1     3
 -4.1227689904388229E-02 a       364     0    19     1     4
 -4.7452840022535019E-02 a       365     0    19     1     5
  2.2756733375414934E-01 a       366     0    19     1     6
 -1.5420827083724126E-01 a       367     0    19     1     7
 -7.8486718195980729E-02 a       368     0    19     1     8
 -7.9843014351789143E-02 a       369     0    19     1     9
 -1.0338435401766649E-01 a       370     0    19     1    10
 -4.2643064514589879E-01 a       371     0    19     1    11
 -5.3574396786483784E-02 a       372     0    19     1    12
 -1.6710232238486087E-02 a       373     0    19     1    13
 -1.1495735507879068E-01 a       374     0    19     1    14
 -1.3471497986717956E-01 a       375     0    19     1    15
 -5.9533400992907819E-02 a       376     0    19     1    16
  1.3741792317564241E-02 a       377     0    19     1    17
 -2.3910262586446691E-02 a       378     0    19     1    18
 -5.3626546155250553E-02 a       379     0    19     1    19
 -3.0238725475536432E-01 a       380     0    19     1    20
 -4.2294288574654176E-01 a       381     0    20     1     1
  3.7833672493100490E-01 a       382     0    20     1     2
 -3.4543590337316804E-01 a       383     0    20     1     3
 -1.6971680296877762E+00 a       384     0    20     1     4
  1.3128954219095437E-01 a       385     0    20     1     5
 -4.5621379808289542E-01 a       386     0    20     1     6
  3.5726743007527367E-01 a       387     0    20     1     7
 -3.9469998601185946E-01 a       388     0    20     1     8
 -1.2610010598448190E-01 a       389     0    20     1     9
  4.7692411499894677E-01 a       390     0    20     1    10
 -3.4848482167935202E-01 a       391     0    20     1    11
  4.3410975391619155E-01 a       392     0    20     1    12
 -3.7886336196891751E-01 a       393     0    20     1    13
  7.4572879105611056E-02 a       394     0    20     1    14
  8.3455082895252816E-02 a       395     0    20     1    15
  4.3760539610879229E-01 a       396     0    20     1    16
  1.8761248390630234E-01 a       397     0    20     1    17
  5.3370460261563946E-01 a       398     0    20     1    18
 -6.1346477791911491E-01 a       399     0    20     1    19
  7.2030585350296883E-01 a       400     0    20     1    20
 -1.1656950147937090E-01 a       401     0    21     1     1
  9.0142241401364551E-02 a       402     0    21     1     2
  7.5326755349290153E-01 a       403     0    21     1     3
  2.5860916122792116E-01 a       404     0    21     1     4
 -6.6170036665634646E-01 a       405     0    21     1     5
  1.3371738514799664E-01 a       406     0    21     1     6
  4.6797428403451807E-01 a       407     0    21     1     7
  2.5349619853580502E-01 a       408     0    21     1     8
  4.4357960101568428E-01 a       409     0    21     1     9
 -5.4375558463824566E-02 a       410     0    21     1    10
 -4.2476418161518276E-01 a       411     0    21     1    11
 -4.6151327811627862E-01 a       412     0    21     1    12
  4.4277022163448543E-01 a       413     0    21     1    13
  3.5699668087302311E-01 a       414     0    21     1    14
  1.1013627936010188E-01 a       415     0    21     1    15
 -4.3264761248033029E-01 a       416     0    21     1    16
 -3.0969592431347576E-01 a       417     0    21     1    17
  3.8706346934318608E-01 a       418     0    21     1    18
 -2.6879044271357805E-01 a       419     0    21     1    19
 -4.7328655452476404E-01 a       420     0    21     1    20
  1.5218842989930031E-01 a       421     0    22     1     1
  1.9802143760286747E-01 a       422     0    22     1     2
 -5.2961230773043433E-02 a       423     0    22     1     3
 -7.4063513900677647E-01 a       424     0    22     1     4
  3.2610093413022712E-01 a       425     0    22     1     5
 -1.0778536335775115E+00 a       426     0    22     1     6
 -4.5640048074082917E-01 a       427     0    22     1     7
 -3.7447479488351681E-01 a       428     0    22     1     8
 -3.5091768287071379E-01 a       429     0    22     1     9
 -3.1568269112062314E-01 a       430     0    22     1    10
  1.4920210776961290E-01 a       431     0    22     1    11
  2.9918918258475813E-01 a       432     0    22     1    12
 -3.3500023292206821E-01 a       433     0    22     1    13
  1.8972896323473618E-01 a       434     0    22     1    14
  6.6851415166712447E-02 a       435     0    22     1    15
  8.8037249662789169E-02 a       436     0    22     1    16
  2.6387841989830074E-01 a       437     0    22     1    17
  2.8952461526895362E-01 a       438     0    22     1    18
  9.5332468339052026E-02 a       439     0    22     1    19
  3.0726610148508599E-01 a       440     0    22     1    20
 -7.1993821162040755E-02 a       441     0    23     1     1
 -3.4909985343175404E-01 a       442     0    23     1     2
  7.4859480331023825E-02 a       443     0    23     1     3
  1.8329422567130724E-01 a       444     0    23     1     4
  2.0431036031478351E-02 a       445     0    23     1     5
  6.6723363017773685E-01 a       446     0    23     1     6
 -2.6858191559379968E-01 a       447     0    23     1     7
 -4.5632654382802101E-01 a       448     0    23     1     8
 -7.1434046118221983E-01 a       449     0    23     1     9
  3.4612922117255168E-01 a       450     0    23     1    10
  3.7385762812447326E-01 a       451     0    23     1    11
  3.9529848726819444E-01 a       452     0    23     1    12
 -1.3883703733892913E-01 a       453     0    23     1    13
 -3.3895472506494295E-01 a       454     0    23     1    14
 -2.6372085256968802E-01 a       455     0    23     1    15
 -1.7138027009014062E-01 a       456     0    23     1    16
  5.1596016352169560E-01 a       457     0    23     1    17
 -4.1910244027677562E-01 a       458     0    23     1    18
  4.0991073447080367E-01 a       459     0    23     1    19
 -3.8886230916871756E-01 a       460     0    23     1    20
  1.0922255519009706E-01 a       461     0    24     1     1
  8.7886999761604426E-02 a       462     0    24     1     2
 -1.5642268320799690E-01 a       463     0    24     1     3
  1.2480742854134001E-01 a       464     0    24     1     4
 -1.1315562365016223E-01 a       465     0    24     1     5
  6.7400590852913070E-02 a       466     0    24     1     6
 -1.2468545192438833E-01 a       467     0    24     1     7
  3.0282137626952249E-01 a       468     0    24     1     8
  3.1493468483486614E-01 a       469     0    24     1     9
  9.2252271265343397E-02 a       470     0    24     1    10
  3.5086757510072203E-01 a       471     0    24     1    11
 -6.5841095225569496E-02 a       472     0    24     1    12
  3.9625304555428540E-03 a       473     0    24     1    13
  1.9391640094897952E-01 a       474     0    24     1    14
  1.5612381507823428E-01 a       475     0    24     1    15
 -8.0261683828885960E-02 a       476     0    24     1    16
 -1.4907548880832933E-01 a       477     0    24     1    17
 -1.4545792443457575E-01 a       478     0    24     1    18
 -2.9548719799816117E-02 a       479     0    24     1    19
  4.0061632336302222E-02 a       480     0    24     1    20
 -4.5289568920738965E-01 a       481     0    25     1     1
 -2.3716303504189634E-01 a       482     0    25     1     2
 -1.4476964767604741E-01 a       483     0    25     1     3
  2.4050676614549554E-01 a       484     0    25     1     4
 -9.4297150455028358E-02 a       485     0    25     1     5
  1.6143756633723139E-01 a       486     0    25     1     6
 -1.0616816545673986E-02 a       487     0    25     1     7
 -2.6148331760393750E-01 a       488     0    25     1     8
 -2.4001867305738872E-01 a       489     0    25     1     9
  8.1280805172133930E-02 a       490     0    25     1    10
  1.4076479216897231E-01 a       491     0    25     1    11
 -1.0508393549627637E-01 a       492     0    25     1    12
 -2.0639641903810793E-01 a       493     0    25     1    13
 -8.0467924425726145E-01 a       494     0    25     1    14
 -5.7103062089742265E-02 a       495     0    25     1    15
  7.8602282744161131E-02 a       496     0    25     1    16
 -1.8333716003671860E-01 a       497     0    25     1    17
 -3.4928374459856704E-01 a       498     0    25     1    18
  1.1054772843696072E-01 a       499     0    25     1    19
  2.0530989492843793E-01 a       500     0    25     1    20
 -1.1857870988825217E-01 a       501     0    26     1     1
 -9.6601871457970501E-02 a       502     0    26     1     2
  6.8587771039254827E-02 a       503     0    26     1     3
  2.4994146659124739E-01 a       504     0    26     1     4
 -1.3676345787453431E-01 a       505     0    26     1     5
 -9.9050934955963357E-02 a       506     0    26     1     6
  3.1660966527263124E-01 a       507     0    26     1     7
 -3.6725874792038662E-02 a       508     0    26     1     8
  3.7825224903839438E-02 a       509     0    26     1     9
 -7.2890625685587873E-01 a       510     0    26     1    10
 -3.8064460473776179E-01 a       511     0    26     1    11
 -3.1554366773184755E-01 a       512     0    26     1    12
  2.1400279377327949E-01 a       513     0    26     1    13
  2.1579567138265743E-01 a       514     0    26     1    14
 -2.4866713301295501E-01 a       515     0    26     1    15
  4.3846769972292765E-01 a       516     0    26     1    16
 -4.7059313734473807E-01 a       517     0    26     1    17
  1.1844817461969546E-01 a       518     0    26     1    18
 -3.1223112001897801E-01 a       519     0    26     1    19
 -2.3477701755642041E-01 a       520     0    26     1    20
  1.2317965214528644E-01 a       521     0    27     1     1
  3.4416949638548869E-02 a       522     0    27     1     2
  2.8537608238103401E-01 a       523     0    27     1     3
 -5.8307752259495438E-01 a       524     0    27     1     4
  4.1093932749087203E-01 a       525     0    27     1     5
 -8.7328273331559042E-02 a       526     0    27     1     6
  2.8486596517935510E-02 a       527     0    27     1     7
  3.2506433321391826E-01 a       528     0    27     1     8
  3.1765213425282607E-01 a       529     0    27     1     9
  4.6193906389384531E-01 a       530     0    27     1    10
