################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.3432627958049652E-01 a       278     0    14     1    18
  5.2429564288282138E-01 a       279     0    14     1    19
  1.5410421965633886E-01 a       280     0    14     1    20
  2.5424550699315190E-01 a       281     0    15     1     1
 -1.3738749846544401E-01 a       282     0    15     1     2
 -7.2181486854067967E-01 a       283     0    15     1     3
  7.8608944498491162E-01 a       284     0    15     1     4
  3.8240399955842441E-02 a       285     0    15     1     5
  7.7083734880497551E-02 a       286     0    15     1     6
 -1.7454165868679583E-01 a       287     0    15     1     7
  5.0438903903102594E-01 a       288     0    15     1     8
 -1.1340455928742974E-02 a       289     0    15     1     9
  1.6173918534695972E-01 a       290     0    15     1    10
  6.6522812397750763E-01 a       291     0    15     1    11
  2.3796486327254945E-01 a       292     0    15     1    12
 -6.1551930701142921E-01 a       293     0    15     1    13
  3.6941305260046098E-01 a       294     0    15     1    14
 -2.1694538219796169E-01 a       295     0    15     1    15
 -3.8723448469920291E-01 a       296     0    15     1    16
 -1.7895521314441445E-01 a       297     0    15     1    17
  3.7040423963395563E-01 a       298     0    15     1    18
  1.4253274666229452E+00 a       299     0    15     1    19
 -1.7623781988108109E-01 a       300     0    15     1    20
  1.8786069443008982E-01 a       301     0    16     1     1
 -6.1101034651524482E-03 a       302     0    16     1     2
 -9.1085239240810675E-02 a       303     0    16     1     3
 -4.3539265932815208E-01 a       304     0    16     1     4
  1.3297317154378466E-01 a       305     0    16     1     5
 -2.4903843708757648E-01 a       306     0    16     1     6
  9.8192409599637473E-02 a       307     0    16     1     7
  4.0344170404848179E-01 a       308     0    16     1     8
 -4.3090029094982329E-02 a       309     0    16     1     9
 -3.0616989358027097E-01 a       310     0    16     1    10
  6.4725370167825369E-01 a       311     0    16     1    11
 -1.3800978390245353E-01 a       312     0    16     1    12
 -1.5676962215238885E-01 a       313     0    16     1    13
  1.9556589933392313E-01 a       314     0    16     1    14
 -1.5961497986949166E-01 a       315     0    16     1    15
  9.2996498006923445E-02 a       316     0    16     1    16
 -7.7872954428170660E-02 a       317     0    16     1    17
 -1.2638767945786492E-01 a       318     0    16     1    18
 -1.6289026689022704E-01 a       319     0    16     1    19
 -4.6336944319391150E-02 a       320     0    16     1    20
 -1.5679562240059036E-01 a       321     0    17     1     1
  2.8665667888739016E-01 a       322     0    17     1     2
  2.5478103197899832E-01 a       323     0    17     1     3
 -3.2042368612595029E-01 a       324     0    17     1     4
 -4.9690762046025218E-02 a       325     0    17     1     5
  8.1371974362197938E-02 a       326     0    17     1     6
 -2.2659773562722177E-01 a       327     0    17     1     7
  3.7239656434633989E-01 a       328     0    17     1     8
  1.4083467056072135E-02 a       329     0    17     1     9
  2.3992235229157496E-02 a       330     0    17     1    10
 -3.3011617435311430E-01 a       331     0    17     1    11
 -5.3392500532294086E-02 a       332     0    17     1    12
  1.2624896440755637E-01 a       333     0    17     1    13
  3.2117959453011957E-01 a       334     0    17     1    14
 -3.7052455548304603E-01 a       335     0    17     1    15
 -5.1096577113527719E-02 a       336     0    17     1    16
 -3.2413933104602000E-02 a       337     0    17     1    17
  2.8880196877948072E-01 a       338     0    17     1    18
 -1.2207783323184182E-01 a       339     0    17     1    19
  1.6683277602581628E-01 a       340     0    17     1    20
  1.2178759387850374E-02 a       341     0    18     1     1
  5.1243263119011129E-01 a       342     0    18     1     2
 -7.0189635754992485E-02 a       343     0    18     1     3
 -4.2274312864310895E-02 a       344     0    18     1     4
  1.3597113220008641E-01 a       345     0    18     1     5
 -1.8472308000252340E-02 a       346     0    18     1     6
  1.1998088794562245E-01 a       347     0    18     1     7
 -6.2997923379161741E-02 a       348     0    18     1     8
 -6.9188395707503333E-02 a       349     0    18     1     9
 -3.3376911357773048E-01 a       350     0    18     1    10
 -6.9667641724928819E-01 a       351     0    18     1    11
  1.3282370949859873E-01 a       352     0    18     1    12
 -8.5172762025397697E-02 a       353     0    18     1    13
 -1.3929494074059920E-01 a       354     0    18     1    14
 -1.1801024691868366E-01 a       355     0    18     1    15
  1.4020967452623111E-03 a       356     0    18     1    16
 -1.6332500090196328E-01 a       357     0    18     1    17
  1.9108649899117469E-01 a       358     0    18     1    18
 -1.4779892972887579E-01 a       359     0    18     1    19
 -2.3962935044637029E-01 a       360     0    18     1    20
  4.3819695802916885E-02 a       361     0    19     1     1
 -7.0837044323930232E-02 a       362     0    19     1     2
  2.2551256294184269E-02 a       363     0    19     1     3
  1.8211462427668088E-01 a       364     0    19     1     4
  2.8612836029665040E-01 a       365     0    19     1     5
  2.1163882719778010E-01 a       366     0    19     1     6
 -1.1050500746530979E-01 a       367     0    19     1     7
  3.6418939491464780E-01 a       368     0    19     1     8
 -7.6789033013470245E-02 a       369     0    19     1     9
 -1.9366754544074946E-01 a       370     0    19     1    10
  1.2391501440537867E-01 a       371     0    19     1    11
 -1.3785129027356977E-01 a       372     0    19     1    12
  5.9510204160894671E-03 a       373     0    19     1    13
  4.7187794457608234E-02 a       374     0    19     1    14
  5.5492984824527310E-02 a       375     0    19     1    15
  1.5997530645870647E-01 a       376     0    19     1    16
 -1.1349479235447005E-02 a       377     0    19     1    17
 -5.1262616810026196E-02 a       378     0    19     1    18
 -1.3867110448913497E-01 a       379     0    19     1    19
  1.7208901817206740E-01 a       380     0    19     1    20
  3.6547935209002708E-03 a       381     0    20     1     1
 -2.2590171434331888E-01 a       382     0    20     1     2
 -8.0508877528683198E-01 a       383     0    20     1     3
 -4.5618352150569097E-01 a       384     0    20     1     4
  2.0605429378128695E-01 a       385     0    20     1     5
  1.3395492840155993E-01 a       386     0    20     1     6
  5.1729628913700998E-01 a       387     0    20     1     7
 -4.0309771595683591E-01 a       388     0    20     1     8
  4.6424872378977293E-02 a       389     0    20     1     9
 -4.6768433342278693E-03 a       390     0    20     1    10
  1.5427216053189468E+00 a       391     0    20     1    11
 -5.8006789492410649E-01 a       392     0    20     1    12
 -6.9016030846293222E-02 a       393     0    20     1    13
 -4.2284498740360034E-02 a       394     0    20     1    14
  2.9247522460998754E-01 a       395     0    20     1    15
 -5.6034158345307139E-01 a       396     0    20     1    16
  7.1497826046923141E-01 a       397     0    20     1    17
 -9.5888385683022964E-02 a       398     0    20     1    18
  3.4631551342031835E-01 a       399     0    20     1    19
 -2.1891388743477205E-01 a       400     0    20     1    20
  2.3604573912976218E-01 a       401     0    21     1     1
  1.9075119518867409E-01 a       402     0    21     1     2
  4.8089262188372305E-02 a       403     0    21     1     3
 -4.6360582142127509E-02 a       404     0    21     1     4
  5.2008172553353361E-02 a       405     0    21     1     5
  2.8782082611864318E-01 a       406     0    21     1     6
 -1.1558776781445811E-02 a       407     0    21     1     7
 -1.5553357174345102E-03 a       408     0    21     1     8
 -1.1364435258611066E-01 a       409     0    21     1     9
 -5.8478049602299531E-01 a       410     0    21     1    10
 -2.8334598343109477E-02 a       411     0    21     1    11
 -4.9626785322023503E-01 a       412     0    21     1    12
  5.6973590575680055E-01 a       413     0    21     1    13
 -6.4329188645887395E-02 a       414     0    21     1    14
 -1.3267370535939768E-01 a       415     0    21     1    15
 -7.4574587996213332E-02 a       416     0    21     1    16
 -2.7413454108521729E-01 a       417     0    21     1    17
  6.7681416947724213E-02 a       418     0    21     1    18
  4.4011459241567619E-01 a       419     0    21     1    19
  3.5628230113484727E-01 a       420     0    21     1    20
  1.6744695170210122E-01 a       421     0    22     1     1
 -2.8802837922932267E-02 a       422     0    22     1     2
 -2.8631628672935155E-01 a       423     0    22     1     3
  5.1360720207713428E-02 a       424     0    22     1     4
 -5.1047286512743451E-01 a       425     0    22     1     5
 -4.3126191928349655E-01 a       426     0    22     1     6
 -4.0174746415537010E-01 a       427     0    22     1     7
 -1.5408225666568343E-01 a       428     0    22     1     8
  1.2524771582079350E-01 a       429     0    22     1     9
  2.3434077029977404E-01 a       430     0    22     1    10
  8.3897307545304078E-01 a       431     0    22     1    11
 -1.6439164818560208E-02 a       432     0    22     1    12
 -2.1507142481044811E-01 a       433     0    22     1    13
 -1.4558381664701362E-02 a       434     0    22     1    14
  1.1995215752892650E-01 a       435     0    22     1    15
 -4.4774611494042944E-02 a       436     0    22     1    16
  2.8179243130225473E-01 a       437     0    22     1    17
  5.0620948328500892E-02 a       438     0    22     1    18
  1.2225057820603887E-01 a       439     0    22     1    19
 -3.8689281267833875E-01 a       440     0    22     1    20
 -1.7968460086981680E-01 a       441     0    23     1     1
  1.4124247324630682E-01 a       442     0    23     1     2
 -2.8274434496478795E-01 a       443     0    23     1     3
 -9.6064172829660996E-02 a       444     0    23     1     4
 -3.1890325032614647E-01 a       445     0    23     1     5
  4.5856435732707218E-01 a       446     0    23     1     6
  1.6831004145197101E-01 a       447     0    23     1     7
 -1.9579090574429509E-01 a       448     0    23     1     8
  2.0645839492250850E-01 a       449     0    23     1     9
  1.1029590294048672E+00 a       450     0    23     1    10
 -4.8159777664513254E-01 a       451     0    23     1    11
 -1.2892535149922524E-01 a       452     0    23     1    12
 -4.3762491444286844E-02 a       453     0    23     1    13
  1.9427866070270400E-01 a       454     0    23     1    14
  3.9146133197053061E-02 a       455     0    23     1    15
  1.1092085557603465E-02 a       456     0    23     1    16
 -1.9690453686986123E-01 a       457     0    23     1    17
 -3.5890482540925817E-01 a       458     0    23     1    18
 -2.3224338322013199E-01 a       459     0    23     1    19
 -1.2352165269314877E-01 a       460     0    23     1    20
 -9.1490843699388050E-02 a       461     0    24     1     1
 -1.9161641824014972E-01 a       462     0    24     1     2
  3.3453637072593606E-01 a       463     0    24     1     3
 -9.0270524711585157E-02 a       464     0    24     1     4
 -1.7510730491298560E-01 a       465     0    24     1     5
 -1.7969847974127781E-01 a       466     0    24     1     6
 -4.8569773515457748E-01 a       467     0    24     1     7
  2.5211996945448495E-01 a       468     0    24     1     8
  1.8376149655943011E-01 a       469     0    24     1     9
  1.8194835405308717E-02 a       470     0    24     1    10
  1.0323578550306069E-01 a       471     0    24     1    11
  4.0084246494762626E-01 a       472     0    24     1    12
  2.8757479677033426E-01 a       473     0    24     1    13
  2.3540003676341278E-02 a       474     0    24     1    14
 -2.2399021192575846E-01 a       475     0    24     1    15
  2.1044540015953939E-01 a       476     0    24     1    16
 -2.5115562197926705E-01 a       477     0    24     1    17
  3.9434076788144756E-01 a       478     0    24     1    18
 -1.0479188333744117E-01 a       479     0    24     1    19
 -1.1221459878692530E-01 a       480     0    24     1    20
  2.0125370391103317E-01 a       481     0    25     1     1
  2.0308818494203237E-02 a       482     0    25     1     2
  1.0283314575919041E-01 a       483     0    25     1     3
 -4.1110276522146424E-02 a       484     0    25     1     4
 -3.0684051121296876E-02 a       485     0    25     1     5
  1.8297802189114287E-01 a       486     0    25     1     6
  1.1613396067549697E-01 a       487     0    25     1     7
 -2.5046190809751612E-01 a       488     0    25     1     8
  1.4188259494012084E-01 a       489     0    25     1     9
  3.5775894000011427E-01 a       490     0    25     1    10
 -4.5582743948455656E-01 a       491     0    25     1    11
  3.7128418104274258E-01 a       492     0    25     1    12
 -2.8699370303280258E-01 a       493     0    25     1    13
 -1.2436293132850558E-01 a       494     0    25     1    14
  2.2865207653762648E-01 a       495     0    25     1    15
 -1.3633841368651103E-01 a       496     0    25     1    16
 -4.5769536508408398E-02 a       497     0    25     1    17
 -1.8071829386949942E-01 a       498     0    25     1    18
 -1.8745414507419800E-01 a       499     0    25     1    19
  4.4145011906276166E-01 a       500     0    25     1    20
  1.6520750402536177E-01 a       501     0    26     1     1
  1.1688322869165245E-01 a       502     0    26     1     2
 -2.6082030780405047E-01 a       503     0    26     1     3
  4.1261549792589843E-02 a       504     0    26     1     4
 -3.1300129549559942E-02 a       505     0    26     1     5
 -1.1671596006794721E-01 a       506     0    26     1     6
  2.2479497663904813E-01 a       507     0    26     1     7
 -1.0778915459316304E-01 a       508     0    26     1     8
 -5.9410211138304436E-01 a       509     0    26     1     9
 -4.7435804845043439E-01 a       510     0    26     1    10
  5.3916594333278271E-02 a       511     0    26     1    11
 -2.9418061390523154E-01 a       512     0    26     1    12
 -3.0322942076624326E-01 a       513     0    26     1    13
 -4.1739104054800094E-02 a       514     0    26     1    14
  1.3553857417939508E-01 a       515     0    26     1    15
 -2.0363554893018687E-01 a       516     0    26     1    16
  1.6822319883291673E-01 a       517     0    26     1    17
 -1.3517009912701097E-01 a       518     0    26     1    18
  4.6750898276201464E-02 a       519     0    26     1    19
 -4.9391765332131504E-01 a       520     0    26     1    20
 -4.0563861017249242E-01 a       521     0    27     1     1
  4.1117300347003366E-02 a       522     0    27     1     2
  2.7474704469609440E-01 a       523     0    27     1     3
  4.7131349275421830E-01 a       524     0    27     1     4
  7.2292795448759536E-02 a       525     0    27     1     5
  1.5982002436898748E-01 a       526     0    27     1     6
 -5.7521988443973682E-01 a       527     0    27     1     7
 -2.9804850390922710E-01 a       528     0    27     1     8
  3.2226723454668127E-01 a       529     0    27     1     9
 -1.8938019964263936E-01 a       530     0    27     1    10
